id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
32660989,Beautiful Rental with 180 Degree Harbor Views!,245574213,Jeffrey,,Downtown,42.35822,-71.05025,Entire home/apt,217,91,0,,,2,180
32686394,Traveling Medical Professional | Private Bath | 2R,814298,Thatch,,Roxbury,42.32838,-71.09533,Private room,65,30,0,,,96,120
32687520,L 1-21 Modern Single Studio at the Heart of Boston! 1-21,244600805,Bay Village,,Bay Village,42.34932,-71.07004,Private room,100,2,18,2021-06-18,0.67,20,11
32696884,Classic Bostonian Arboretum Condo,14075816,Mary & Chuck,,Jamaica Plain,42.30145,-71.11652,Entire home/apt,135,91,7,2019-10-14,0.26,1,0
32723746,Charming Art Filled Victorian w/Gorgeous Bath,43118173,Alys,,Dorchester,42.30461,-71.06636,Private room,65,1,16,2021-07-11,0.59,1,146
32762186,Stunning South End 1BR - private roofdeck,555290,Matthew,,South End,42.34247,-71.08174,Entire home/apt,198,3,112,2021-07-11,4.77,1,183
32764882,Beautiful Beacon Hill Home - Amazing Location!,2006852,Jay,,Beacon Hill,42.3607,-71.06916,Entire home/apt,296,1,69,2021-06-05,2.61,5,147
32826985,"SeaClusion- Queen, Harbor View",92691757,Melissa,,Charlestown,42.37213,-71.06123,Private room,285,1,9,2019-10-22,0.34,6,160
32831946,L 5-44 Welcoming Private Studio for One!,244600805,Bay Village,,South End,42.34741,-71.07071,Private room,100,2,20,2021-03-10,0.91,20,40
32835031,"Boston Studio, Ready For Long & Short Stays 210",205269848,Temple Place,,Downtown,42.35415,-71.06127,Private room,88,2,26,2020-11-24,1.13,16,145
32835033,Studio Ready 4 Students & Traveling Professionals  305,205269848,Temple Place,,Downtown,42.35384,-71.06339,Private room,89,2,23,2021-03-31,0.98,16,7
32861018,"L 1-31 Location A++, Sleeps 3",244600805,Bay Village,,Bay Village,42.34924,-71.06876,Entire home/apt,87,3,41,2021-06-13,1.64,20,155
32861080,AT Private Studio in Boston's Bay Village! 5-22,244600805,Bay Village,,Back Bay,42.34959,-71.07104,Entire home/apt,79,3,45,2021-03-27,1.85,20,155
32861086,L 1-24 Modern Single Studio at the Heart of Boston! 1-24,244600805,Bay Village,,Bay Village,42.34904,-71.07007,Private room,100,2,28,2021-05-31,1.07,20,7
32861088,"L 143-23 Great For Last Minute Stays, Sleeps 3",244600805,Bay Village,,South End,42.34758,-71.06995,Entire home/apt,87,3,85,2021-06-20,3.50,20,145
32890952,Quiet Comfort in Boston - Large 2 Bed,147256535,Jan,,Roslindale,42.27855,-71.14064,Entire home/apt,129,31,3,2019-12-21,0.11,2,232
32894516,★ The Elephant Room | Close to Subway + Downtown ★,102027626,Romo & Nayeli,,Dorchester,42.28995,-71.06728,Private room,79,2,48,2020-08-16,2.02,6,77
32895915,★ The Map Room | Close to Subway + Downtown ★,102027626,Romo & Nayeli,,Dorchester,42.28862,-71.0672,Private room,79,2,35,2021-05-16,1.44,6,77
32915410,1 bedroom apartment in South End,247641760,Enia,,Roxbury,42.3366,-71.08442,Entire home/apt,75,91,72,2019-11-30,3.11,8,193
32940171,Alaska Street R44,216849347,Jeana,,Roxbury,42.32213,-71.07945,Private room,75,2,13,2021-05-02,0.50,3,10
33013194,"Bright, cozy bedroom (Freedom Trail)",248463000,John,,Roxbury,42.32372,-71.06785,Private room,45,1,128,2021-06-21,4.72,4,107
33016886,En suite w/ King bed (Boston Common),248463000,John,,Roxbury,42.32346,-71.06952,Private room,57,1,146,2021-06-25,5.73,4,95
33017230,Large bedroom w/ king size bed (Boston Tea Party),248463000,John,,Roxbury,42.32163,-71.06829,Private room,55,1,72,2021-06-25,2.96,4,129
33038623,DOWNTOWN BOSTON / UMASS JFK/ PRIVATE BEDROOM,248657295,Shahnaz,,Dorchester,42.31122,-71.05708,Private room,75,91,4,2019-11-03,0.14,8,270
33158116,Large Sunny room w/ King bed (Boston Harbor Room),248463000,John,,Roxbury,42.32359,-71.0701,Private room,55,1,129,2021-06-16,5.03,4,102
33162602,Comfort Inn in my home 2nd bedroom,227190555,Janet,,Roxbury,42.31507,-71.07504,Private room,75,29,13,2020-03-01,0.49,2,71
33196720,Best Location Studio In Downtown Boston 604,205269848,Temple Place,,Downtown,42.35449,-71.06135,Entire home/apt,146,3,8,2021-07-06,6.32,16,118
33196944,"605 Perfect Studio, Walk To Park & T",205269848,Temple Place,,Downtown,42.35409,-71.06268,Entire home/apt,133,3,6,2021-07-05,5.29,16,99
33196946,603 AT Best Location Studio In Downtown Boston,205269848,Temple Place,,Downtown,42.35448,-71.06333,Entire home/apt,100,3,7,2021-06-26,4.67,16,155
33196949,606 Downtown Boston Studio ,205269848,Temple Place,,Downtown,42.35424,-71.06285,Entire home/apt,40,2,0,,,16,61
33253369,"Brighton, MA Guesthouse for rent, Unit 1B (1st Fl)",166004722,Wang,,Brighton,42.35728,-71.15697,Private room,50,91,1,2021-01-09,0.16,5,193
33317621,DOWNTOWN BOSTON / UMASS BOSTON / PRIVATE ROOM,248657295,Shahnaz,,Dorchester,42.31226,-71.05695,Private room,75,91,3,2019-05-04,0.14,8,365
33318392,DOWNTOWN BOSTON/ UMASS BOSTON/ PRIVATE BEDROOM,248657295,Shahnaz,,Dorchester,42.31092,-71.0556,Private room,75,91,9,2019-08-04,0.44,8,365
33319774,DOWNTOWN BOSTON / UMASS BOSTON / PRIVATE BEDROOM,248657295,Shahnaz,,Dorchester,42.31273,-71.05693,Private room,75,91,6,2019-10-14,0.25,8,365
33341759,Bright and Modern West End Apartment,135408694,Danelle,,West End,42.36441,-71.06516,Entire home/apt,115,91,0,,,1,285
33345730,New 2 Bed - Heart of Downtown - Hynes / Prudential,133927887,Kat,,Back Bay,42.34449,-71.08385,Entire home/apt,250,91,10,2019-08-24,0.43,14,0
33347860,DOWNTOWN BOSTON / UMASS BOSTON / PRIVATE BEDROOM,248657295,Shahnaz,,Dorchester,42.31199,-71.05532,Private room,89,91,7,2019-10-20,0.26,8,365
33348585,DOWNTOWN BOSTON / UMASS BOSTON / PRIVATE BEDROOM,248657295,Shahnaz,,Dorchester,42.31232,-71.05528,Private room,75,91,8,2019-10-24,0.38,8,365
33350922,DOWNTOWN BOSTON / UMASS BOSTON / PRIVATE BEDROOM,248657295,Shahnaz,,Dorchester,42.31095,-71.05688,Private room,75,91,3,2019-10-21,0.12,8,365
33351261,DOWNTOWN BOSTON / UMASS  BOSTON / PRIVATE BEDROOM,248657295,Shahnaz,,Dorchester,42.31061,-71.05639,Private room,75,91,9,2019-11-04,0.33,8,365
33351298,Standard King Room,261039449,Studio Allston Hotel,,Brighton,42.36417,-71.13637,Hotel room,222,1,21,2021-05-31,1.23,6,353
33351516,Standard Queen Room with Two Queen Beds,261039449,Studio Allston Hotel,,Brighton,42.36417,-71.13637,Hotel room,232,1,5,2021-06-27,0.22,6,351
33351519,Studio,261039449,Studio Allston Hotel,,Brighton,42.36417,-71.13637,Hotel room,252,1,0,,,6,351
33351754,Queen Room - Disability Access,261039449,Studio Allston Hotel,,Brighton,42.36417,-71.13637,Hotel room,222,1,0,,,6,350
33352056,Queen Room with Two Queen Beds - Disability,261039449,Studio Allston Hotel,,Brighton,42.36417,-71.13637,Hotel room,232,1,0,,,6,325
33352066,Signature Suite,261039449,Studio Allston Hotel,,Brighton,42.36417,-71.13637,Hotel room,272,1,2,2021-03-28,0.13,6,352
33352469,ONE BEDROOM SUITE,243931054,Boston Park Plaza,,Downtown,42.35104,-71.0697,Hotel room,344,1,1,2020-09-01,0.10,13,323
33352470,PRESIDENTIAL SUITE,243931054,Boston Park Plaza,,Downtown,42.35132,-71.0698,Hotel room,1078,1,0,,,13,123
33352471,SUPERIOR TWO DOUBLES,243931054,Boston Park Plaza,,Back Bay,42.3507,-71.07212,Hotel room,254,1,69,2021-06-30,4.60,13,293
33352473,DELUXE ROOM,243931054,Boston Park Plaza,,Downtown,42.35104,-71.0697,Hotel room,243,1,139,2021-07-06,7.69,13,329
33352475,STUDIO SUITE,243931054,Boston Park Plaza,,Downtown,42.35104,-71.0697,Hotel room,301,1,4,2021-02-20,0.32,13,336
33352477,GARDEN SUITE,243931054,Boston Park Plaza,,Downtown,42.35104,-71.0697,Hotel room,898,1,1,2020-08-02,0.09,13,139
33417746,Walk to the city or beach 4,30342817,Piter & Stacy,,Dorchester,42.31876,-71.05873,Private room,45,1,44,2020-11-01,1.82,5,312
33426419,Great location to go anywhere in Boston!!,247641760,Enia,,Roxbury,42.33119,-71.08168,Private room,50,91,38,2019-08-23,1.42,8,201
33439464,"Modern South Boston 1BR w/ Gym, W/D by Seaport & Lawn on D by Blueground",107434423,Blueground,,South Boston,42.341137,-71.049583,Entire home/apt,181,32,0,,,129,223
33440102,"Roomy Brighton 2BR near St. Elizabeth's Hospital, by Blueground",107434423,Blueground,,Brighton,42.3498,-71.149506,Entire home/apt,159,32,0,,,129,330
33446838,Private room 2nd Floor,22402141,Mirian,,East Boston,42.39072,-71.00456,Private room,100,100,1,2019-08-18,0.04,3,365
33467259,The Strathmore 2 w/AC |  Huge 3BR  2BA Bilevel Apt w/En-Suite HdTV's | One block to Greenline and short walk to Cleveland Circle and BC!,71783,Lance,,Brighton,42.33931,-71.15122,Entire home/apt,123,30,1,2019-12-22,0.05,27,211
33487000,Large Room,200455160,Mo,,Brighton,42.34408,-71.15394,Private room,100,91,2,2019-09-07,0.09,5,180
33530646,Hotel -Style Luxury Suite - North End,214706437,Rachel,,North End,42.36632,-71.05411,Entire home/apt,214,29,61,2021-06-18,2.28,2,66
33532677,"Beautiful one bedroom condo, open to offers",118491089,David,,South Boston,42.33311,-71.03719,Entire home/apt,200,2,2,2021-03-14,0.19,1,11
33549373,Cozy & comfy in-law suite with 2 bedrooms space,90419082,Camille,,Roxbury,42.31691,-71.07405,Entire home/apt,140,3,45,2020-03-02,1.81,3,322
33552900,Renovated & Sparkling Clean 3BR Near Harvard Sq,252824346,Bradley,,Brighton,42.35941,-71.14224,Entire home/apt,175,3,26,2020-02-04,1.07,1,0
33561740,Home away from home,157054088,Ian,,Dorchester,42.30063,-71.07781,Private room,60,91,36,2021-02-27,1.61,2,264
33577025,Colby's Castle: Southie feel with downtown views,58236983,Colby,,South Boston,42.33785,-71.04725,Entire home/apt,148,1,11,2020-06-14,0.46,1,6
33586214,ROOM in Shared Decorator's Gorgeous home,11826335,Rich,,Jamaica Plain,42.31998,-71.10952,Private room,85,91,32,2019-11-30,1.32,1,270
33621331,Newly Renovated!  Queen's Cabin,223741590,Nick,,Downtown,42.35344,-71.05953,Private room,101,91,15,2019-11-02,0.72,2,0
33638927,Spacious Group Retreat 13BR near downtown FreePrkg,25203946,Eder,,Dorchester,42.29672,-71.05275,Entire home/apt,2351,2,2,2020-01-26,0.08,17,352
33672980,JETÉ SPACE,7990220,Tete,,Dorchester,42.29137,-71.07202,Private room,120,91,1,2019-07-27,0.04,1,0
33682929,Perfect for the Summer w/ cool A/C near Red Line,156053359,Ken,,Dorchester,42.28983,-71.06703,Private room,45,91,4,2021-06-01,0.16,8,93
33711194,Luxury Condo in Desired Savin Hill - Next to Beach,74866711,Mike,,Dorchester,42.31213,-71.05081,Entire home/apt,99,29,56,2020-03-11,2.39,1,0
33781676,Professionally cleaned!  The Vault,223741590,Nick,,Downtown,42.35344,-71.05953,Private room,89,91,24,2019-10-24,0.96,2,179
33855934,Large room 2,200455160,Mo,,Brighton,42.34261,-71.15257,Private room,90,91,2,2019-08-31,0.08,5,179
33878316,Private Bedroom near Harvard Stadium,255801185,Nelida,,Allston,42.36009,-71.1278,Private room,77,29,19,2020-10-06,0.71,1,153
33959759,"Modern, clean studio with easy Boston access",222794846,William,,Mattapan,42.27089,-71.07188,Entire home/apt,55,91,5,2019-08-26,0.20,1,57
33966889,Penthouse Getaway,203599098,Dhiego,,Dorchester,42.29302,-71.0669,Entire home/apt,120,91,35,2019-11-17,1.53,2,90
34020206,"Private, Quiet, Comfy, Clean Apartment in Boston",22727717,Kirjuan,,Roxbury,42.32385,-71.07626,Entire home/apt,175,91,5,2019-08-04,0.20,1,0
34020828,Boston Lavish Living,203599098,Dhiego,,Dorchester,42.29461,-71.06739,Entire home/apt,158,91,43,2019-10-28,1.73,2,117
34040798,Luxury Boston Apartment,158837906,Hesham,,Jamaica Plain,42.32601,-71.11181,Entire home/apt,545,29,13,2019-10-20,0.64,12,270
34061048,Luxury Boston Apartment,158837906,Hesham,,Jamaica Plain,42.32603,-71.11056,Entire home/apt,480,29,11,2020-03-01,0.56,12,270
34096297,NEAR HARVARD BUSINESS SCHOOL WITH MEMORY BED 1,15154687,John,,Allston,42.36138,-71.13227,Private room,99,1,75,2020-10-31,2.86,4,0
34133759,"Snazzy Back Bay 1BR w/ W/D, Gym, Doorman, near T Station, by Blueground",107434423,Blueground,,Back Bay,42.348633,-71.074089,Entire home/apt,166,32,0,,,129,283
34149470,Pefect Studio With Flexible Cancellations! 3-31,244600805,Bay Village,,South End,42.34737,-71.06874,Private room,88,2,15,2020-10-01,0.69,20,47
34149872,L 3-33 Stylish Private Studio in Boston!,244600805,Bay Village,,South End,42.34756,-71.0702,Entire home/apt,79,2,60,2021-06-26,2.51,20,61
34212295,NEAR HARVARD BUSINESS SCHOOL WITH MEMORY BED 2,15154687,John,,Allston,42.35929,-71.13114,Private room,99,1,112,2020-11-04,4.75,4,0
34212710,NEAR HARVARD BUSINESS SCHOOL WITH MEMORY BED 3,15154687,John,,Allston,42.36112,-71.13064,Private room,99,1,78,2020-10-27,3.14,4,0
34212943,NEAR HARVARD BUSINESS SCHOOL WITH MEMORY BED 4,15154687,John,,Allston,42.36013,-71.13264,Private room,99,1,79,2020-11-01,3.52,4,0
34242176,Shelly's Golden Room,139072570,Lance And Shelly,,East Boston,42.38143,-71.02315,Private room,57,1,0,,,5,0
34276092,Pvt. Bedroom | Co-Live by Thatch | 65 BG #A,814298,Thatch,,Roxbury,42.32483,-71.09448,Private room,52,31,0,,,96,24
34279736,Lavish Boston Studio Apt Near Prudential Center!,163251048,Jen,,Chinatown,42.35175,-71.05926,Entire home/apt,276,29,0,,,3,364
34283601,"Up to 6 by Boston Harbor & Airport, 2min to Subway",37134422,Jessica,,East Boston,42.36791,-71.03691,Entire home/apt,125,1,45,2021-03-21,1.99,1,0
34342016,Quiet Pondside Room Near Boston College,259272534,Haydee,,Brighton,42.34293,-71.16773,Private room,60,29,38,2021-02-21,1.50,1,63
34356588,"Charming, sunny & quiet 2-BR Apt",2264450,Geneviève,,Allston,42.35241,-71.13891,Entire home/apt,185,45,1,2019-08-15,0.04,1,159
34422276,★ The Boiler Room | Close to Subway + Downtown ★,102027626,Romo & Nayeli,,Dorchester,42.28986,-71.06925,Private room,89,2,107,2021-07-05,4.39,6,67
34670613,CAILLOU ESTATES,51772323,Vanessa,,Hyde Park,42.26595,-71.10454,Private room,150,91,1,2019-05-19,0.04,2,89
34685709,🏆unique Treetop sanctuary City mansion cozy escape,261646616,Joseph,,Dorchester,42.3175,-71.05873,Entire home/apt,228,2,44,2021-07-08,2.68,4,55
34709924,DELUXE TWO QUEENS,243931054,Boston Park Plaza,,Downtown,42.35104,-71.0697,Hotel room,286,1,1,2019-12-24,0.05,13,319
34771001,Spacious room with queen bed.,84799963,Murat,,Brighton,42.35713,-71.16373,Private room,59,91,2,2019-10-23,0.09,6,365
34779735,Flexible Housing | Co-Live by Thatch | 139 #2B,814298,Thatch,,Roxbury,42.3246,-71.09629,Private room,50,30,0,,,96,112
34782422,Entire Townhouse! 2Bed / 2Bath with Cozy Firepit,77565225,Kerrie,,Charlestown,42.38349,-71.06744,Entire home/apt,349,2,25,2021-06-06,1.19,1,112
34806841,Furnished Housing | Private Bedroom | Co-Living 2D,814298,Thatch,,Roxbury,42.32504,-71.09557,Private room,50,30,1,2020-09-15,0.10,96,115
34936983,Beacon Hill Home,191235406,Kathleen,,Beacon Hill,42.35923,-71.06602,Entire home/apt,90,30,1,2021-01-15,0.17,1,103
34974052,"Dapper Back Bay 1BR w/ W/D, Gym, Doorman, near T Station, by Blueground",107434423,Blueground,,Back Bay,42.348633,-71.074089,Entire home/apt,236,32,0,,,129,206
35001266,"Renovated One Bedroom Apartment Allston, MA.",263682099,Carol,,Allston,42.35157,-71.14026,Entire home/apt,109,29,146,2021-05-24,7.34,1,121
35003138,Flexible Housing | Co-Live by Thatch | 139 #2C,814298,Thatch,,Roxbury,42.32586,-71.09781,Private room,45,30,1,2020-12-10,0.14,96,46
35003565,Pvt. Bedroom | Co-Live by Thatch | 139 #2A,814298,Thatch,,Roxbury,42.32423,-71.09594,Private room,50,30,1,2020-12-07,0.14,96,96
35004296,Pvt. Bedroom | Co-Live by Thatch | 65 BG #B,814298,Thatch,,Roxbury,42.32336,-71.09434,Private room,52,30,1,2020-11-30,0.13,96,8
35004562,Pvt. Bedroom | Co-Live by Thatch | 65 BG #D,814298,Thatch,,Roxbury,42.32351,-71.09593,Private room,45,30,3,2021-05-01,0.28,96,93
35027638,Private Bedroom & Bath in Brand New Luxury Condo,4231359,John And Inna,,East Boston,42.38097,-71.02861,Private room,199,1,43,2020-11-01,2.11,1,111
35038113,Printing Press Loft,263093704,Roy,,Jamaica Plain,42.30585,-71.11294,Entire home/apt,130,5,47,2021-06-08,1.86,1,81
35041910,Country in the City,263970189,Chi Chi,,West Roxbury,42.26445,-71.15887,Private room,27,91,0,,,1,314
35061366,studio next to E line,264109435,Christopher,,Mission Hill,42.33016,-71.11279,Entire home/apt,60,91,1,2019-07-10,0.04,1,0
35077924,*FortHill Special! Clean Comfy & Cozy Guest Suite1,69967323,John,,Roxbury,42.32232,-71.09491,Private room,85,29,20,2020-09-06,0.84,3,146
35079257,*FortHill Special! Clean Comfy & Cozy Guest Suite3,69967323,John,,Roxbury,42.32296,-71.09292,Private room,87,7,12,2020-06-30,0.48,3,139
35080086,*FortHill Special! Clean Comfy & Cozy Guest Suite2,69967323,John,,Roxbury,42.32363,-71.0952,Private room,128,10,7,2019-10-24,0.32,3,129
35084086,"3D south end, sunny room near T/BU Medical",41932249,Ann,,South End,42.33863,-71.07155,Private room,69,91,8,2019-08-26,0.32,4,0
35084498,"3C south end, sunny room w/bath near T/BU Medical",41932249,Ann,,South End,42.33669,-71.07009,Private room,69,91,13,2019-08-27,0.51,4,0
35161089,Gorgeous Beacon Hill 1BR | 1BA,3731207,Kaitlyn,,Beacon Hill,42.35784,-71.0712,Entire home/apt,300,4,99,2021-06-28,4.93,3,242
35165584,3A BU Medical/NEU sunny cozy room,41932249,Ann,,South End,42.33678,-71.06972,Private room,56,91,4,2019-08-19,0.17,4,0
35185474,Stay safe in the heart of Beacon Hill in Boston.,226035718,Lucy,,Beacon Hill,42.35844,-71.06763,Entire home/apt,214,2,46,2021-07-05,1.90,1,71
35234168,Shared Apartment - Patriots Room,265284433,Elizabeth & Iva,,Dorchester,42.30806,-71.0717,Private room,48,1,21,2021-02-23,0.99,5,0
35238309,1🎖Gorgeous tastefully modernized  Victorian suite,261646616,Joseph,,Dorchester,42.31688,-71.05745,Entire home/apt,118,2,64,2021-06-27,2.76,4,49
35284340,Beautiful Room in Brighton Center (Free Parking),158062217,Yassine,,Brighton,42.34893,-71.15318,Private room,79,91,3,2019-10-20,0.13,1,0
35292308,Fully Furnished 1 Bed Penthouse in Fenway,261363195,Faisal,,Fenway,42.34537,-71.10372,Entire home/apt,299,91,2,2019-09-20,0.10,1,0
35309418,Cozy and Beautiful apartment.,194496385,Jessika,,Brighton,42.3469,-71.16913,Entire home/apt,75,91,30,2020-12-15,1.34,1,285
35346496,"Entire 2BR apt, free parking, close to city center",28299940,Mauryn,,Jamaica Plain,42.32024,-71.11171,Entire home/apt,200,91,4,2019-10-21,0.18,2,0
35347243,"Private, comfortable 2BR apartment w Keyless Entry",51529382,Nathan,,Roxbury,42.32948,-71.09395,Entire home/apt,189,91,31,2020-01-01,1.25,1,180
35405830,Quiet Room in Boston,81492503,Mark,,West Roxbury,42.266,-71.16495,Private room,1000,91,0,,,3,90
35407404,Quiet Room in Boston #2,81492503,Mark,,West Roxbury,42.27919,-71.16149,Private room,1000,91,1,2019-06-26,0.04,3,90
35425876,"High-end comfort, centrally located",13524330,Alex & Bethany,,Jamaica Plain,42.29643,-71.11508,Entire home/apt,120,29,78,2021-05-30,3.57,1,0
35467463,Beacon Hill House | MGH/MIT/Freedom Trail,258974203,Sophia,,Beacon Hill,42.35987,-71.06598,Entire home/apt,194,29,8,2021-05-11,0.36,2,220
35481543,Convenient Beacon Hill 1BR near Mass Gen Hospital by Blueground,107434423,Blueground,,Beacon Hill,42.359406,-71.067444,Entire home/apt,131,32,0,,,129,286
35541474,"Safe clean quiet convenient
Family neighborhood :)",261646616,Joseph,,Dorchester,42.31984,-71.05283,Private room,85,91,0,,,4,0
35547817,"Allston village, Boston University, near Harvard",30489899,Home On Blaine,,Allston,42.36004,-71.12818,Private room,30,91,4,2019-08-04,0.18,3,285
35576389,Alaska Street R52,188939923,Mort,,Roxbury,42.32239,-71.08039,Private room,120,2,9,2021-05-30,0.38,4,31
35579707,The blue room,191449187,Fehr,,East Boston,42.37007,-71.03829,Private room,115,91,3,2019-10-19,0.12,2,365
35583138,🎖Massive Victorian 1905 mansion❤️🤍💙go back in time,261646616,Joseph,,Dorchester,42.31535,-71.05873,Entire home/apt,149,2,46,2021-07-01,1.94,4,50
35599624,"Elegant Back Bay 1BR w/ W/D near Prudential Center, by Blueground",107434423,Blueground,,Back Bay,42.351391,-71.088501,Entire home/apt,216,32,0,,,129,98
35605277,"Renovated Chic 1 Bed, Sleeps 4, Steps to Transit",266312920,STARS Of,,Brighton,42.33754,-71.15007,Entire home/apt,131,29,0,,,15,190
35617006,BU.  MIT. Mass. General Hospital. Casino.,247324615,Ana,,East Boston,42.36954,-71.03799,Entire home/apt,176,2,32,2020-07-05,1.43,2,0
35682239,Superior King Hear/Wheelchair Access R/I Shower TT,243931054,Boston Park Plaza,,Back Bay,42.35144,-71.07072,Private room,246,1,27,2021-06-20,7.04,13,343
35682265,Superior 2 Doubles Hearing/Wheelchair ADA w/Tub TT,243931054,Boston Park Plaza,,Back Bay,42.35043,-71.0707,Private room,258,1,8,2021-06-20,0.53,13,317
35682280,Superior King Hearing/Wheelchair ADA w/ Tub TT,243931054,Boston Park Plaza,,Bay Village,42.34996,-71.06991,Private room,268,1,20,2020-12-28,1.83,13,0
35682301,2 Doubles Hearing/Wheelchair ADA with Roll-in TT,243931054,Boston Park Plaza,,Bay Village,42.35015,-71.06913,Private room,268,1,6,2020-12-28,0.34,13,0
35682313,Superior Full Wheelchair ADA w/ Tub TT,243931054,Boston Park Plaza,,Downtown,42.35061,-71.06868,Private room,273,1,6,2020-09-06,0.35,13,322
35684143,"3 bed, 2 full bath updated condo in Brighton",79566228,Christine,,Brighton,42.34855,-71.16518,Entire home/apt,125,91,2,2019-07-29,0.08,1,90
35689708,"King Casper bed, Private Bath, Walk to the Airport",8958031,Simon,,East Boston,42.36605,-71.03288,Private room,80,29,5,2019-09-09,0.21,2,0
35693019,The Blue Pad,191449187,Fehr,,East Boston,42.36951,-71.03751,Private room,125,91,2,2019-10-13,0.09,2,365
35714054,"Bright & Airy BR- Driveway Parking, Commuter Rail",38879163,Daniela,,Hyde Park,42.25397,-71.12792,Private room,38,29,39,2020-03-14,2.03,1,0
35807024,Spacious 1 bedroom apartment on commonwealth ave,90175388,Alekya,,Allston,42.3527,-71.12302,Entire home/apt,200,91,0,,,1,173
35836205,Modern apartment near Boston airport,157002656,Allison,,East Boston,42.38586,-71.01381,Entire home/apt,149,2,55,2021-07-05,2.50,1,85
35915047,Copley House - 1 Bedroom Suite,85130,Copley,,Back Bay,42.34459,-71.08019,Entire home/apt,228,1,94,2021-06-27,76.22,5,341
35915207,Studio with sofa bed in Back Bay,85130,Copley,,South End,42.34389,-71.07927,Private room,187,91,11,2020-11-16,1.14,5,350
35916196,Budget Studio in Back Bay,85130,Copley,,Back Bay,42.34459,-71.08019,Private room,146,1,166,2021-06-24,24.65,5,341
35968526,2)MIT/BU/Harvrd/Priv bath&entrnce/Queenbd/,18409308,Marlene,,Allston,42.36136,-71.12491,Private room,99,2,52,2021-07-10,2.42,3,123
35988307,Downtown Loft Boston - Ideal for Work/Live,105698174,Konrad,,Downtown,42.34978,-71.05821,Entire home/apt,191,4,27,2021-06-20,1.14,1,26
36000657,"Beautiful, Clean Room close to Train and Downtown",2707695,Roman,,Dorchester,42.31471,-71.05136,Private room,70,29,22,2021-06-20,0.94,2,140
36002387,"The Inn at Longwood Medical, Two Queen Size Beds",266754484,Inn At Longwood Medical,,Longwood Medical Area,42.33746,-71.1073,Private room,229,1,0,,,2,0
36002511,"The Inn at Longwood Medical, One King Size Bed",266754484,Inn At Longwood Medical,,Longwood Medical Area,42.33932,-71.10587,Private room,209,1,1,2020-02-18,0.06,2,0
36036045,T Modern Efficiency Studio Awaits Your Stay! 1-2,244600805,Bay Village,,South End,42.34753,-71.07052,Private room,141,2,38,2021-01-25,1.66,20,2
36036348,L 143-21 Darling Efficiency Studio Awaits!,244600805,Bay Village,,South End,42.34762,-71.07062,Private room,100,2,17,2021-06-19,0.74,20,7
36036766,AT Just Darling Efficiency Studio Awaits! 143-44,244600805,Bay Village,,Bay Village,42.3492,-71.06929,Private room,100,2,19,2021-03-21,0.79,20,48
36036969,AT Safe/Clean Studio With Flexible Cancellations! 3-41,244600805,Bay Village,,South End,42.34773,-71.06854,Private room,100,3,17,2020-06-01,0.90,20,2
36037367,"T Clean, Safe, & Ready For You! 143-43",244600805,Bay Village,,Bay Village,42.34802,-71.07078,Private room,112,2,21,2020-07-06,0.88,20,2
36037475,AT 3-32 Great Value For Your Boston Stay,244600805,Bay Village,,Bay Village,42.34789,-71.07084,Private room,118,3,32,2020-11-25,1.39,20,22
36037605,Looking Forward To Hosting You Soon In Our Modern Studio 143-13,244600805,Bay Village,,Bay Village,42.34894,-71.06906,Entire home/apt,79,2,54,2020-08-20,2.45,20,153
36106804,"NEW! Boston Condo Near MBTA, 3 Mi to Fenway! (U2)",41266357,Frank,,Roxbury,42.32073,-71.07485,Entire home/apt,130,3,37,2021-07-07,2.04,3,105
36108417,Essex Suite in S. Boston Historic Home w/Breakfast,270846829,John And Kay,,South Boston,42.33528,-71.0434,Private room,200,2,19,2021-06-23,0.82,3,166
36113606,3)Harvrd/BU/MIT/Priv entrnce&bath/Queenbd/Parkfree,18409308,Marlene,,Allston,42.36070431428246,-71.12674851019369,Private room,103,2,51,2021-07-01,2.34,3,110
36114933,1)BU/Harvard/MIT/Priv entrnce&bath/Queenbd/Prkfree,18409308,Marlene,,Allston,42.36025,-71.1275,Private room,99,2,55,2021-07-11,2.38,3,87
36145390,"Stylish Top Floor Suite, 1 min to Transit",80799606,Toni,,Dorchester,42.31096,-71.06337,Entire home/apt,128,7,4,2021-06-26,0.17,1,188
36179054,"Sunny, upper floor facing the State House!",26988,Anne,,Downtown,42.35882,-71.06132,Entire home/apt,100,32,4,2020-10-04,2.07,5,91
36237250,"Staypineapple Boston, Back Bay King",270119796,A Delightful Hotel,,South End,42.34692,-71.07065,Private room,116,1,453,2021-07-09,55.93,2,230
36263543,walking into summer,260306464,Tim,,Fenway,42.34504,-71.09446,Private room,95,91,0,,,1,90
36268106,Beautiful Bedroom By Harvard Business School,32304279,Charles And Grace,,Allston,42.3602,-71.12968,Private room,78,2,6,2021-07-11,0.25,8,10
36269353,"The Godfrey Hotel Boston, King",266560394,The Godfrey Hotel,,Downtown,42.35561,-71.0627,Private room,306,1,65,2021-06-27,3.64,2,256
